experiment	freq
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_COLO205', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_DU145', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_HEPG2', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_HT29', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'Melphalan', 'ONCOLEAD_CELL_MDAMB231'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'Melphalan', 'ONCOLEAD_CELL_MDAMB436'})	3
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_PANC1', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_RAMOS', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'Melphalan', 'ONCOLEAD_CELL_RDES'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_SAOS2', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'Melphalan', 'ONCOLEAD_CELL_SW620'})	3
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Monotherapy', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_WSUNHL', 'Melphalan'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_A204', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_COLO205', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_DU145', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_HEPG2', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_HT29', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'Fluorouracil', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB231'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435', 'Fluorouracil'})	3
frozenset({nan, 'Fluorouracil', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB436'})	3
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_PANC1', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_RAMOS', 'Fluorouracil'})	3
frozenset({nan, 'Fluorouracil', 'Monotherapy', 'ONCOLEAD_CELL_RDES'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_SAOS2', 'Fluorouracil'})	3
frozenset({nan, 'Fluorouracil', 'Monotherapy', 'ONCOLEAD_CELL_SW620'})	3
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Monotherapy', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_WSUNHL', 'Fluorouracil'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_A204', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_A2780', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_CACO2'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_COLO205'})	4
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_DLD1'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_DU145', 'Gemcitabine'})	4
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_EFO21'})	2
frozenset({nan, 'ONCOLEAD_CELL_EJ28', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_HCT15'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_HEPG2'})	4
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'ONCOLEAD_CELL_HS578T', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_HS729', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_HT29'})	4
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_J82', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_JIMT1', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_KASUMI1', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_L363', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB231'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB436'})	4
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_MDAMB468'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_MINO', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_MT3'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_NCIH292'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH358M', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_NCIH82', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_OVCAR3', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_OVCAR4'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_PANC1', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_PC3', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_PLCPRF5'})	2
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_RAMOS'})	4
frozenset({nan, 'ONCOLEAD_CELL_RD', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_RDES'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_SAOS2', 'Gemcitabine'})	4
frozenset({nan, 'ONCOLEAD_CELL_SF268', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_SF295', 'Gemcitabine'})	2
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_SKBR3'})	2
frozenset({nan, 'ONCOLEAD_CELL_SKMEL28', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_SKMEL5', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_SUDHL10', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_SUDHL6'})	2
frozenset({nan, 'Monotherapy', 'Gemcitabine', 'ONCOLEAD_CELL_SW620'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_T24', 'Gemcitabine'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_TE671', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_THP1', 'Monotherapy', 'Gemcitabine'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Monotherapy', 'Gemcitabine'})	4
frozenset({nan, 'Gemcitabine', 'Monotherapy', 'ONCOLEAD_CELL_UMUC3'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_WSUNHL', 'Gemcitabine'})	4
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_A204', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_COLO205'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_DU145', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_HEPG2'})	3
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_HT29'})	3
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_MDAMB231'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_MDAMB436'})	3
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_PANC1', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_RAMOS'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_RDES'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_SAOS2', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'Oxaliplatin', 'ONCOLEAD_CELL_SW620'})	3
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Monotherapy', 'Oxaliplatin'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_WSUNHL', 'Oxaliplatin'})	3
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_A204'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_A2780'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_A549', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_ASPC1', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_BXPC3', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_CACO2'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_COLO205'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_DLD1'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_DU145'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_EFO21'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_EJ28', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_HCT15'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_HEPG2'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_HL60', 'Monotherapy'})	3
frozenset({nan, 'ONCOLEAD_CELL_HS578T', 'Topotecan', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_HS729', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_HT29'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_IGROV1', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_J82'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_JIMT1', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_LOVO', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB231'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB436'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB468'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Topotecan', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_MIAPACA2', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_MINO'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_MT3'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_MV411', 'Monotherapy'})	3
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_NCIH292'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_NCIH358M', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_NCIH460', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_NCIH82'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_OVCAR3', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_OVCAR4'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_PANC1'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_PC3'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_PLCPRF5'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_RAMOS'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_RD', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_RDES'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_SAOS2'})	4
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_SF268', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_SF295'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_SKBR3'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_SKMEL28', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_SKMEL5', 'Monotherapy'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_SW620'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_T24'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_TE671'})	2
frozenset({nan, 'Topotecan', 'ONCOLEAD_CELL_U2OS', 'Monotherapy'})	4
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Topotecan', 'Monotherapy'})	4
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_UMUC3'})	2
frozenset({nan, 'Topotecan', 'Monotherapy', 'ONCOLEAD_CELL_WSUNHL'})	3
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_A204', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_A549', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_ASPC1', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_BXPC3', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'Doxorubicin', 'ONCOLEAD_CELL_COLO205'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_DU145', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'Doxorubicin', 'ONCOLEAD_CELL_HEPG2'})	2
frozenset({nan, 'ONCOLEAD_CELL_HL60', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'Doxorubicin', 'Monotherapy', 'ONCOLEAD_CELL_HT29'})	2
frozenset({nan, 'ONCOLEAD_CELL_IGROV1', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_LOVO', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'Doxorubicin', 'ONCOLEAD_CELL_MDAMB231'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'Doxorubicin', 'ONCOLEAD_CELL_MDAMB436'})	2
frozenset({nan, 'ONCOLEAD_CELL_MHHES1', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_MIAPACA2', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_MV411', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_NCIH460', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_PANC1', 'Doxorubicin'})	2
frozenset({nan, 'Doxorubicin', 'Monotherapy', 'ONCOLEAD_CELL_RAMOS'})	2
frozenset({nan, 'Monotherapy', 'Doxorubicin', 'ONCOLEAD_CELL_RDES'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_SAOS2', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'Doxorubicin', 'ONCOLEAD_CELL_SW620'})	2
frozenset({nan, 'ONCOLEAD_CELL_U2OS', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'ONCOLEAD_CELL_U87MG', 'Monotherapy', 'Doxorubicin'})	2
frozenset({nan, 'Monotherapy', 'ONCOLEAD_CELL_WSUNHL', 'Doxorubicin'})	2
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_A204'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_A2780'})	5
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_A549', 'Monotherapy'})	7
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_ASPC1', 'Monotherapy'})	7
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_BXPC3', 'Monotherapy'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_CACO2'})	5
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_COLO205'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_DLD1'})	5
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_DU145'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_EFO21'})	5
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_EJ28', 'Monotherapy'})	5
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_HCT15'})	5
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_HEPG2'})	7
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_HL60', 'Monotherapy'})	6
frozenset({nan, 'ONCOLEAD_CELL_HS578T', 'Monotherapy', 'M3541'})	5
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_HS729', 'Monotherapy'})	5
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_HT1080'})	6
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_HT29'})	7
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_IGROV1', 'Monotherapy'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_J82'})	5
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_JIMT1', 'Monotherapy'})	5
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_KASUMI1', 'Monotherapy'})	4
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_L363'})	4
frozenset({nan, 'M3541', 'ONCOLEAD_CELL_LOVO', 'Monotherapy'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB231'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB435'})	7
frozenset({nan, 'M3541', 'Monotherapy', 'ONCOLEAD_CELL_MDAMB436'})	7
